publisher,reference-count,RetractionNature
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer Science and Business Media LLC,7,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Brill,0,Non-Retraction
Elsevier BV,0,Non-Retraction
J.F. Bergmann-Verlag,10,Non-Retraction
Editora FIOCRUZ,0,Non-Retraction
SAGE Publications,55,Non-Retraction
De Gruyter,0,Non-Retraction
Wiley,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Universitas Sebelas Maret,0,Non-Retraction
American Institute of Aeronautics and Astronautics,14,Non-Retraction
SAGE Publications,0,Non-Retraction
EDUFU - Editora da Universidade Federal de Uberlandia,0,Non-Retraction
IEEE,3,Non-Retraction
Elsevier BV,14,Non-Retraction
IEEE,8,Non-Retraction
Informa UK Limited,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,13,Non-Retraction
Informa UK Limited,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,11,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Universitas Airlangga,13,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Institute of Market Problems and Еconomic and  Ecological Research of the NAS of Ukraine,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Japan Society of Civil Engineers,7,Non-Retraction
American Society of Mechanical Engineers,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
BMJ,0,Non-Retraction
De Gruyter,0,Non-Retraction
Georg Thieme Verlag KG,9,Non-Retraction
American Society of Hematology,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Associacao Pro-Ensino Superior em Novo Hamburgo,0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Universitas Pahlawan Tuanku Tambusai,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Pontificia Universidad Catolica de Chile,0,Non-Retraction
Oxford University Press (OUP),9,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Korean Research Society of Physical Therapy,23,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
American Helicopter Society,0,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
American Physical Society (APS),24,Non-Retraction
IEEE,5,Non-Retraction
"EMH Swiss Medical Publishers, Ltd.",0,Non-Retraction
IOP Publishing,6,Non-Retraction
University of Chicago Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
IEEE Comput. Soc. Press,10,Non-Retraction
Japan Rhinologic Society,0,Non-Retraction
BMJ,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Universidad Nacional Mayor de San Marcos,0,Non-Retraction
Universitas Bina Bangsa,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
ASMEDC,0,Non-Retraction
IOP Publishing,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
International Society for Horticultural Science (ISHS),0,Non-Retraction
American Mathematical Society (AMS),38,Non-Retraction
Springer Science and Business Media LLC,5,Non-Retraction
Science Alert,0,Non-Retraction
De Gruyter,0,Non-Retraction
SAGE Publications,20,Non-Retraction
AMPCo,0,Non-Retraction
Cold Spring Harbor Laboratory,32,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
IEEE,43,Non-Retraction
Cold Spring Harbor Laboratory,24,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,7,Non-Retraction
American Institute of Aeronautics and Astronautics,0,Non-Retraction
Wiley,0,Non-Retraction
Brill,0,Non-Retraction
Springer Science and Business Media LLC,2,Non-Retraction
SAGE Publications,3,Non-Retraction
Elsevier BV,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Springer Berlin Heidelberg,11,Non-Retraction
"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Elsevier BV,36,Non-Retraction
Pleiades Publishing Ltd,12,Non-Retraction
Medwave Estudios Limitada,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Universidade Tecnologica Federal do Parana (UTFPR),0,Non-Retraction
Springer Science and Business Media LLC,5,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Informa UK Limited,0,Non-Retraction
EDP Sciences,0,Non-Retraction
Research Square Platform LLC,0,Non-Retraction
Institution of Engineering and Technology (IET),0,Non-Retraction
Brill,0,Non-Retraction
IEEE,9,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
The Korean Society of Cardiology,20,Non-Retraction
Informa UK Limited,0,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
American Dairy Science Association,18,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
ASMEDC,0,Non-Retraction
SAGE Publications,0,Non-Retraction
The Japanese Congress of Neurological Surgeons,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
OSA,12,Non-Retraction
American Society of Hematology,0,Non-Retraction
Springer Science and Business Media LLC,2,Non-Retraction
American Society of Hematology,0,Non-Retraction
IEEE,10,Non-Retraction
IEEE,0,Non-Retraction
Elsevier BV,14,Non-Retraction
Cambridge University Press (CUP),15,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
American Society of Hematology,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Universidad Nacional del Nordeste,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
Universidad de Chile,0,Non-Retraction
IEEE,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,15,Non-Retraction
IOP Publishing,0,Non-Retraction
American Chemical Society (ACS),0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,4,Non-Retraction
Massachusetts Medical Society,0,Non-Retraction
BMJ,0,Non-Retraction
Oxford University Press (OUP),15,Non-Retraction
Elsevier BV,0,Non-Retraction
Hogrefe Publishing Group,0,Non-Retraction
Springer Science and Business Media LLC,35,Non-Retraction
Brill,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Edinburgh University Press,0,Non-Retraction
IEEE,9,Non-Retraction
The Electrochemical Society,0,Non-Retraction
FapUNIFESP (SciELO),19,Non-Retraction
Informa UK Limited,0,Non-Retraction
DE GRUYTER,0,Non-Retraction
World Scientific Pub Co Pte Lt,22,Non-Retraction
"Pro Reitoria de Pesquisa, Pos Graduacao e Inovacao - UFF",0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
Informa UK Limited,27,Non-Retraction
Elsevier BV,0,Non-Retraction
UPV/EHU Press,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,8,Non-Retraction
IEEE,0,Non-Retraction
Springer Science and Business Media LLC,8,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Royal College of Psychiatrists,0,Non-Retraction
De Gruyter,0,Non-Retraction
Japanese Society of Internal Medicine,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
FapUNIFESP (SciELO),41,Non-Retraction
Elsevier BV,0,Non-Retraction
University of Alberta Libraries,0,Non-Retraction
IGI Global,21,Non-Retraction
Informa UK Limited,0,Non-Retraction
SAGE Publications,5,Non-Retraction
De Gruyter,0,Non-Retraction
De Gruyter,0,Non-Retraction
Wiley,0,Non-Retraction
Japan Surgical Association,0,Non-Retraction
Universitas Udayana,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Elsevier BV,13,Non-Retraction
Informa UK Limited,0,Non-Retraction
Cold Spring Harbor Laboratory,44,Non-Retraction
Springer Berlin Heidelberg,8,Non-Retraction
Institute of Electrical and Electronics Engineers (IEEE),0,Non-Retraction
Elsevier BV,0,Non-Retraction
ISEAS Publishing,0,Non-Retraction
Elsevier BV,0,Non-Retraction
IEEE,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
SAGE Publications,0,Non-Retraction
GP Innovations Pvt. Ltd.,0,Non-Retraction
Elsevier BV,2,Non-Retraction
American Mathematical Society (AMS),2,Non-Retraction
Informa UK Limited,0,Non-Retraction
The Electrochemical Society,0,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
ANSF Publications,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Pleiades Publishing Ltd,17,Non-Retraction
Informa UK Limited,0,Non-Retraction
UIR Press,0,Non-Retraction
Edinburgh University Press,0,Non-Retraction
SAGE Publications,20,Non-Retraction
IEEE,12,Non-Retraction
Informa UK Limited,27,Non-Retraction
IOP Publishing,42,Non-Retraction
IEEE,3,Non-Retraction
IEEE,42,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
IEEE,11,Non-Retraction
Springer Netherlands,2,Non-Retraction
Elsevier BV,0,Non-Retraction
EDP Sciences,14,Non-Retraction
De Gruyter,0,Non-Retraction
Springer Science and Business Media LLC,12,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,22,Non-Retraction
Universitas Gadjah Mada,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Informa UK Limited,6,Non-Retraction
Brill,0,Non-Retraction
Cold Spring Harbor Laboratory,26,Non-Retraction
Walter de Gruyter GmbH,0,Non-Retraction
Elsevier BV,11,Non-Retraction
Elsevier BV,41,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,2,Non-Retraction
University of Chicago Press,0,Non-Retraction
Springer Berlin Heidelberg,0,Non-Retraction
IEEE,14,Non-Retraction
"Trans Tech Publications, Ltd.",9,Non-Retraction
Springer International Publishing,157,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Informa UK Limited,32,Non-Retraction
Elsevier,87,Non-Retraction
IEEE,11,Non-Retraction
AMPCo,0,Non-Retraction
IEEE,23,Non-Retraction
Elsevier BV,5,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
"John Wiley & Sons, Inc.",0,Non-Retraction
Princeton University Press,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
"Technical Association of Photopolymers, Japan",0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Elsevier BV,0,Non-Retraction
EDP Sciences,0,Non-Retraction
Elsevier BV,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
University of Chicago Press,0,Non-Retraction
Japanese Urological Association,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Editorial CSIC,0,Non-Retraction
ACM Press,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer Science and Business Media LLC,26,Non-Retraction
BMJ,0,Non-Retraction
Informa UK Limited,25,Non-Retraction
EDP Sciences,0,Non-Retraction
Cornell University Press,0,Non-Retraction
Universitas Kediri,0,Non-Retraction
Springer Berlin Heidelberg,1,Non-Retraction
Japan Surgical Association,14,Non-Retraction
Japan Society for Cell Biology,0,Non-Retraction
DE GRUYTER MOUTON,0,Non-Retraction
IEEE,10,Non-Retraction
CSIRO Publishing,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
John Benjamins Publishing Company,0,Non-Retraction
Elsevier BV,9,Non-Retraction
Informa UK Limited,1,Non-Retraction
Elsevier BV,0,Non-Retraction
The Association for Simulated Practice in Healthcare,0,Non-Retraction
Japanese Association for Laboratory Animal Science,0,Non-Retraction
Research Square Platform LLC,0,Non-Retraction
Informa UK Limited,7,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Springer Science and Business Media LLC,38,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,0,Non-Retraction
"Trans Tech Publications, Ltd.",8,Non-Retraction
IEEE,9,Non-Retraction
Springer International Publishing,10,Non-Retraction
Cambridge University Press (CUP),2,Non-Retraction
SAGE Publications,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
SAGE Publications,0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
IEEE,8,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
Mary Ann Liebert Inc,8,Non-Retraction
IEEE,0,Non-Retraction
Cambridge University Press (CUP),0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
IEEE,7,Non-Retraction
Elsevier BV,36,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,13,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
American Academy of Pediatrics (AAP),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Informa UK Limited,11,Non-Retraction
Japanese Society of Radiological Technology,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Elsevier BV,30,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Springer Science and Business Media LLC,27,Non-Retraction
Emerald,0,Non-Retraction
Springer Science and Business Media LLC,13,Non-Retraction
ACM Press,0,Non-Retraction
Springer Berlin Heidelberg,21,Non-Retraction
Georg Thieme Verlag KG,0,Non-Retraction
De Gruyter,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Universidade do Estado de Santa Catarina,0,Non-Retraction
Elsevier BV,20,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Wiley,0,Non-Retraction
Editora Cubo,0,Non-Retraction
Elsevier BV,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,13,Non-Retraction
Springer Berlin Heidelberg,11,Non-Retraction
Informa UK Limited,0,Non-Retraction
FapUNIFESP (SciELO),0,Non-Retraction
Springer Science and Business Media LLC,41,Non-Retraction
Elsevier BV,26,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,19,Non-Retraction
Elsevier BV,0,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Japan Society of Mechanical Engineers,0,Non-Retraction
American Institute of Aeronautics and Astronautics,1,Non-Retraction
American Society for Microbiology,7,Non-Retraction
Elsevier BV,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,12,Non-Retraction
Elsevier BV,4,Non-Retraction
IEEE,10,Non-Retraction
Architectural Institute of Japan,0,Non-Retraction
IEEE,0,Non-Retraction
IEEE,25,Non-Retraction
De Gruyter,0,Non-Retraction
IEEE,20,Non-Retraction
"Vandenhoeck & Ruprecht GmbH & Co, KG",6,Non-Retraction
FapUNIFESP (SciELO),24,Non-Retraction
Informa UK Limited,4,Non-Retraction
Architectural Institute of Japan,2,Non-Retraction
University of California Press,15,Non-Retraction
SPIE-Intl Soc Optical Eng,0,Non-Retraction
International Scientific Research Publications MY SDN. BHD.,0,Non-Retraction
Springer Science and Business Media LLC,12,Non-Retraction
Springer Science and Business Media LLC,14,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
De Gruyter,0,Non-Retraction
Emerald,3,Non-Retraction
De Gruyter,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Multilingual Matters,0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
De Gruyter,0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Springer Science and Business Media LLC,0,Non-Retraction
Springer Science and Business Media LLC,5,Non-Retraction
Elsevier BV,6,Non-Retraction
Oxford University Press (OUP),11,Non-Retraction
Oxford University Press (OUP),0,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),0,Non-Retraction
Cambridge University Press (CUP),8,Non-Retraction
Springer Science and Business Media LLC,1,Non-Retraction
DE GRUYTER,0,Non-Retraction
The Nihon University Medical Association,2,Non-Retraction
Elsevier BV,6,Non-Retraction
Seismological Society of Japan,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
IEEE,17,Non-Retraction
Ovid Technologies (Wolters Kluwer Health),7,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Japan Society for Analytical Chemistry,0,Non-Retraction
Elsevier BV,1,Non-Retraction
Springer Science and Business Media LLC,12,Non-Retraction
American Physical Society (APS),19,Non-Retraction
American Society of Civil Engineers,10,Non-Retraction
Springer Science and Business Media LLC,5,Non-Retraction
Wiley,0,Non-Retraction
SAGE Publications,0,Non-Retraction
Informa UK Limited,0,Non-Retraction
Royal College of Psychiatrists,0,Non-Retraction
De Gruyter,0,Non-Retraction
Korean Physical Society,18,Non-Retraction
Informa UK Limited,0,Non-Retraction
Open Access Publishing Group,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Elsevier BV,9,Non-Retraction
Elsevier BV,0,Non-Retraction
Oldenbourg Wissenschaftsverlag,0,Non-Retraction
De Gruyter,0,Non-Retraction
Harvard University Press,0,Non-Retraction
Elsevier BV,0,Non-Retraction
Egypts Presidential Specialized Council for Education and Scientific Research,0,Non-Retraction
Society of Fiber Science and Technology Japan,0,Non-Retraction
Elsevier BV,0,Non-Retraction
